,NEIBORHOOD GROUP,CLASS,SALE PRICE
79652,Staten Island,A,310000
79653,Staten Island,A,230500
79656,Staten Island,B,435000
79657,Staten Island,B,450000
79658,Staten Island,B,390390
79659,Staten Island,B,440154
79660,Staten Island,B,616166
79662,Staten Island,B,325000
79663,Staten Island,B,360000
79664,Staten Island,B,327500
79665,Staten Island,B,540000
79666,Staten Island,B,203324
79668,Staten Island,B,625000
79669,Staten Island,B,205336
79674,Staten Island,B,365040
79675,Staten Island,B,515000
79676,Staten Island,B,555000
79680,Staten Island,B,314340
79683,Staten Island,B,410000
79684,Staten Island,B,485000
79687,Staten Island,B,410000
79688,Staten Island,B,302500
79689,Staten Island,B,225000
79690,Staten Island,B,280000
79691,Staten Island,B,262424
79692,Staten Island,B,430000
79694,Staten Island,B,646588
79695,Staten Island,B,162240
79696,Staten Island,B,383987
79698,Staten Island,B,325000
79700,Staten Island,B,355000
79702,Staten Island,B,410000
79703,Staten Island,B,405000
79707,Staten Island,B,345000
79708,Staten Island,B,418500
79709,Staten Island,B,220000
79710,Staten Island,B,330057
79715,Staten Island,B,292000
79716,Staten Island,B,392000
79717,Staten Island,B,410000
79718,Staten Island,B,350000
79719,Staten Island,B,357000
79722,Staten Island,B,732914
79723,Staten Island,B,399000
79724,Staten Island,B,405000
79725,Staten Island,B,345000
79726,Staten Island,B,290000
79728,Staten Island,C,380000
79729,Staten Island,R,145950
79730,Staten Island,R,223670
79731,Staten Island,R,320000
79732,Staten Island,R,290000
79733,Staten Island,R,237000
79736,Staten Island,R,95000
79737,Staten Island,R,201750
79746,Staten Island,B,529490
79785,Staten Island,A,550000
79786,Staten Island,A,441090
79787,Staten Island,A,441090
79788,Staten Island,A,441090
79789,Staten Island,A,446059
79790,Staten Island,A,446059
79791,Staten Island,A,441090
79792,Staten Island,A,441090
79793,Staten Island,A,456198
79794,Staten Island,A,131719
79796,Staten Island,A,401500
79797,Staten Island,A,202648
79798,Staten Island,A,585000
79805,Staten Island,A,510000
79806,Staten Island,A,180000
79807,Staten Island,A,180000
79808,Staten Island,A,425000
79809,Staten Island,A,296800
79810,Staten Island,A,350000
79811,Staten Island,A,397534
79812,Staten Island,A,344500
79813,Staten Island,A,420000
79814,Staten Island,A,459000
79815,Staten Island,A,323300
79816,Staten Island,A,450000
79817,Staten Island,A,364682
79818,Staten Island,A,312453
79820,Staten Island,A,525000
79821,Staten Island,A,469000
79822,Staten Island,A,547000
79823,Staten Island,A,431000
79824,Staten Island,A,485706
79825,Staten Island,A,486618
79826,Staten Island,A,485706
79827,Staten Island,A,500916
79828,Staten Island,A,480000
79829,Staten Island,A,80560
79830,Staten Island,A,108250
79831,Staten Island,A,225000
79832,Staten Island,A,489000
79833,Staten Island,A,420000
79834,Staten Island,A,400000
79835,Staten Island,A,425000
79838,Staten Island,A,475000
79839,Staten Island,A,590000
79840,Staten Island,A,362000
79842,Staten Island,A,100700
79843,Staten Island,A,322769
79844,Staten Island,A,362134
79845,Staten Island,A,565000
79846,Staten Island,A,500000
79847,Staten Island,A,525000
79848,Staten Island,A,495000
79849,Staten Island,A,535000
79852,Staten Island,A,318000
79854,Staten Island,A,510000
79855,Staten Island,A,480000
79856,Staten Island,A,470000
79857,Staten Island,A,108000
79858,Staten Island,A,539000
79859,Staten Island,A,525000
79860,Staten Island,A,499000
79864,Staten Island,A,480000
79865,Staten Island,A,505000
79867,Staten Island,A,420000
79868,Staten Island,A,618000
79869,Staten Island,A,577500
79871,Staten Island,A,560000
79874,Staten Island,A,290000
79875,Staten Island,A,502000
79876,Staten Island,A,515000
79877,Staten Island,A,475000
79878,Staten Island,A,286200
79879,Staten Island,A,374000
79880,Staten Island,A,495000
79881,Staten Island,A,273500
79882,Staten Island,A,321280
79883,Staten Island,A,223892
79884,Staten Island,A,80560
79885,Staten Island,A,86105
79886,Staten Island,A,68900
79887,Staten Island,A,285000
79888,Staten Island,A,193000
79889,Staten Island,A,310535
79890,Staten Island,A,465426
79891,Staten Island,A,451230
79892,Staten Island,A,465000
79893,Staten Island,A,465000
79895,Staten Island,A,193000
79896,Staten Island,A,330000
79897,Staten Island,A,390000
79899,Staten Island,A,640000
79901,Staten Island,A,316000
79902,Staten Island,A,580000
79903,Staten Island,A,665000
79904,Staten Island,A,720000
79905,Staten Island,A,520000
79907,Staten Island,A,296217
79908,Staten Island,A,333904
79909,Staten Island,A,285500
79911,Staten Island,A,335000
79913,Staten Island,A,480000
79915,Staten Island,A,170000
79916,Staten Island,A,332810
79917,Staten Island,A,580000
79918,Staten Island,A,220000
79919,Staten Island,A,212000
79920,Staten Island,A,485000
79921,Staten Island,A,161000
79923,Staten Island,A,475000
79925,Staten Island,A,258546
79927,Staten Island,A,528000
79928,Staten Island,A,537636
79930,Staten Island,A,230000
79933,Staten Island,A,365000
79934,Staten Island,A,410000
79936,Staten Island,A,400000
79937,Staten Island,A,244291
79938,Staten Island,A,340000
79939,Staten Island,A,100000
79940,Staten Island,A,260000
79941,Staten Island,A,467300
79942,Staten Island,A,459800
79943,Staten Island,A,380000
79945,Staten Island,A,249977
79948,Staten Island,A,1162
79950,Staten Island,A,240000
79951,Staten Island,A,620000
79953,Staten Island,A,250000
79954,Staten Island,A,314052
79958,Staten Island,A,475000
79959,Staten Island,A,310000
79963,Staten Island,A,407000
79964,Staten Island,A,577662
79965,Staten Island,A,604445
79966,Staten Island,A,484000
79967,Staten Island,A,312560
79968,Staten Island,A,683276
79971,Staten Island,A,429000
79973,Staten Island,A,583000
79974,Staten Island,A,230000
79975,Staten Island,A,223510
79976,Staten Island,A,62000
79978,Staten Island,A,423000
79979,Staten Island,A,79717
79980,Staten Island,A,475000
79981,Staten Island,A,450000
79984,Staten Island,A,455000
79985,Staten Island,A,450000
79986,Staten Island,A,470000
79987,Staten Island,A,620000
79989,Staten Island,A,450000
79991,Staten Island,A,259200
79993,Staten Island,A,410000
79994,Staten Island,A,415000
79996,Staten Island,A,655000
79997,Staten Island,B,805000
79998,Staten Island,B,690000
79999,Staten Island,B,580000
80000,Staten Island,B,647000
80001,Staten Island,B,626000
80002,Staten Island,B,739999
80004,Staten Island,B,371000
80005,Staten Island,B,630000
80006,Staten Island,B,598800
80007,Staten Island,B,565000
80010,Staten Island,B,548000
80012,Staten Island,B,400000
80013,Staten Island,B,660000
80014,Staten Island,B,558000
80016,Staten Island,B,930000
80017,Staten Island,B,599000
80019,Staten Island,B,650000
80021,Staten Island,B,575000
80022,Staten Island,B,512737
80024,Staten Island,B,300000
80025,Staten Island,B,326300
80027,Staten Island,B,290000
80028,Staten Island,B,170000
80030,Staten Island,B,456000
80031,Staten Island,B,670447
80032,Staten Island,B,550000
80033,Staten Island,B,360000
80034,Staten Island,B,600000
80036,Staten Island,B,686000
80037,Staten Island,C,515828
80039,Staten Island,R,348000
80040,Staten Island,R,359000
80041,Staten Island,R,200000
80042,Staten Island,R,257000
80044,Staten Island,R,338000
80045,Staten Island,R,449000
80046,Staten Island,R,378888
80047,Staten Island,R,575000
80048,Staten Island,R,300000
80049,Staten Island,R,305000
80051,Staten Island,R,271697
80052,Staten Island,R,323000
80053,Staten Island,R,338000
80094,Staten Island,C,381520
80100,Staten Island,A,419400
80101,Staten Island,A,470000
80103,Staten Island,A,80000
80104,Staten Island,A,420000
80106,Staten Island,A,1150000
80108,Staten Island,A,280000
80109,Staten Island,A,260000
80111,Staten Island,A,359000
80112,Staten Island,A,435000
80113,Staten Island,A,300000
80115,Staten Island,A,470000
80116,Staten Island,A,449000
80117,Staten Island,A,380250
80118,Staten Island,A,300000
80121,Staten Island,A,433000
80122,Staten Island,A,550000
80125,Staten Island,A,280000
80126,Staten Island,A,430000
80127,Staten Island,A,480000
80128,Staten Island,A,359250
80129,Staten Island,A,415000
80130,Staten Island,A,335000
80131,Staten Island,A,337000
80132,Staten Island,A,373000
80133,Staten Island,A,180000
80134,Staten Island,A,364000
80135,Staten Island,A,399000
80136,Staten Island,A,404500
80137,Staten Island,A,465000
80139,Staten Island,A,250000
80140,Staten Island,A,150000
80141,Staten Island,A,436020
80142,Staten Island,A,424000
80143,Staten Island,A,345000
80144,Staten Island,A,380000
80145,Staten Island,A,254639
80146,Staten Island,A,373000
80147,Staten Island,A,198750
80150,Staten Island,A,315000
80152,Staten Island,A,320000
80153,Staten Island,A,295000
80154,Staten Island,A,445000
80155,Staten Island,B,600000
80156,Staten Island,B,600000
80157,Staten Island,B,562500
80160,Staten Island,B,825000
80161,Staten Island,B,705000
80162,Staten Island,B,705000
80164,Staten Island,B,955000
80165,Staten Island,B,695000
80166,Staten Island,B,635000
80168,Staten Island,B,300000
80169,Staten Island,B,315500
80170,Staten Island,B,345000
80171,Staten Island,B,275000
80174,Staten Island,B,712775
80175,Staten Island,B,712775
80178,Staten Island,B,235000
80179,Staten Island,B,263640
80180,Staten Island,B,214968
80181,Staten Island,B,320000
80183,Staten Island,B,702592
80184,Staten Island,B,408000
80186,Staten Island,B,80000
80187,Staten Island,B,110000
80188,Staten Island,B,508000
80189,Staten Island,B,290000
80190,Staten Island,B,325000
80191,Staten Island,B,400000
80192,Staten Island,B,367710
80193,Staten Island,B,210000
80194,Staten Island,B,270000
80195,Staten Island,B,565000
80198,Staten Island,B,95000
80199,Staten Island,B,535000
80202,Staten Island,B,300000
80204,Staten Island,B,160000
80205,Staten Island,B,678188
80207,Staten Island,B,628000
80208,Staten Island,B,329550
80211,Staten Island,B,320000
80212,Staten Island,B,287279
80215,Staten Island,B,385445
80216,Staten Island,B,740000
80218,Staten Island,B,460000
80219,Staten Island,B,243360
80221,Staten Island,B,190000
80222,Staten Island,B,400000
80223,Staten Island,B,250000
80224,Staten Island,B,340000
80225,Staten Island,B,245000
80226,Staten Island,B,385000
80227,Staten Island,B,330000
80228,Staten Island,B,346000
80229,Staten Island,B,300000
80235,Staten Island,B,211000
80236,Staten Island,B,15000
80237,Staten Island,B,330000
80243,Staten Island,C,327075
80244,Staten Island,C,637899
80246,Staten Island,C,375000
80247,Staten Island,C,318345
80248,Staten Island,C,300000
80249,Staten Island,C,340000
80250,Staten Island,C,465000
80252,Staten Island,C,265000
80254,Staten Island,C,269000
80256,Staten Island,C,255000
80257,Staten Island,C,233220
80258,Staten Island,C,167310
80259,Staten Island,C,545000
80260,Staten Island,C,260000
80264,Staten Island,C,550000
80269,Staten Island,C,460000
80286,Staten Island,C,639000
80287,Staten Island,C,639000
80289,Staten Island,C,612500
80291,Staten Island,C,612500
80294,Staten Island,C,850000
80296,Staten Island,D,300000
80298,Staten Island,D,220000
80299,Staten Island,D,200000
80300,Staten Island,D,279900
80301,Staten Island,D,335000
80302,Staten Island,D,330000
80303,Staten Island,D,240000
80304,Staten Island,D,225000
80305,Staten Island,D,325000
80306,Staten Island,D,347500
80307,Staten Island,D,315000
80317,Staten Island,C,3700000
80318,Staten Island,D,350000
80319,Staten Island,D,375000
80320,Staten Island,D,424000
80321,Staten Island,D,322000
80322,Staten Island,D,700000
80323,Staten Island,D,180000
80324,Staten Island,D,190000
80325,Staten Island,D,71608
80326,Staten Island,D,125000
80327,Staten Island,D,155000
80328,Staten Island,D,125000
80329,Staten Island,D,135000
80330,Staten Island,D,189000
80331,Staten Island,R,675000
80332,Staten Island,R,753000
80334,Staten Island,R,950000
80335,Staten Island,R,900000
80336,Staten Island,R,809000
80337,Staten Island,R,545000
80338,Staten Island,R,530000
80339,Staten Island,R,450000
80345,Staten Island,A,625000
80346,Staten Island,A,455500
80347,Staten Island,A,510000
80348,Staten Island,A,403065
80349,Staten Island,A,515000
80350,Staten Island,A,620000
80352,Staten Island,A,575000
80353,Staten Island,A,640000
80355,Staten Island,A,837500
80360,Staten Island,A,452000
80362,Staten Island,A,450000
80363,Staten Island,A,315000
80364,Staten Island,A,440000
80368,Staten Island,A,271727
80369,Staten Island,A,524000
80370,Staten Island,A,500000
80371,Staten Island,A,675000
80372,Staten Island,A,510000
80373,Staten Island,A,512000
80374,Staten Island,A,530000
80377,Staten Island,A,555000
80378,Staten Island,A,529900
80379,Staten Island,A,500949
80380,Staten Island,A,540000
80383,Staten Island,A,375000
80384,Staten Island,A,550000
80385,Staten Island,A,460000
80387,Staten Island,A,350000
80388,Staten Island,A,437000
80389,Staten Island,A,329900
80390,Staten Island,A,475000
80392,Staten Island,A,435000
80393,Staten Island,A,260000
80395,Staten Island,A,529000
80396,Staten Island,A,370000
80397,Staten Island,A,495000
80398,Staten Island,A,455000
80400,Staten Island,A,475000
80401,Staten Island,A,480000
80403,Staten Island,A,545000
80404,Staten Island,A,585000
80405,Staten Island,A,256542
80406,Staten Island,A,535000
80409,Staten Island,A,710000
80410,Staten Island,A,857500
80413,Staten Island,A,496000
80415,Staten Island,A,475000
80416,Staten Island,A,875000
80418,Staten Island,A,195000
80419,Staten Island,A,495000
80420,Staten Island,A,559000
80421,Staten Island,A,420000
80422,Staten Island,A,440000
80425,Staten Island,A,480000
80426,Staten Island,A,595000
80428,Staten Island,A,540000
80429,Staten Island,A,395000
80432,Staten Island,A,385000
80433,Staten Island,A,452000
80434,Staten Island,A,500000
80435,Staten Island,A,624900
80436,Staten Island,A,296666
80437,Staten Island,A,550000
80438,Staten Island,A,447500
80439,Staten Island,A,398000
80440,Staten Island,A,262500
80444,Staten Island,A,530000
80445,Staten Island,A,610000
80446,Staten Island,A,470000
80447,Staten Island,A,525000
80448,Staten Island,A,784000
80449,Staten Island,A,660000
80450,Staten Island,B,630000
80451,Staten Island,B,600000
80453,Staten Island,B,635000
80454,Staten Island,B,600000
80456,Staten Island,B,625000
80457,Staten Island,B,200000
80460,Staten Island,B,493000
80461,Staten Island,B,865512
80462,Staten Island,B,865512
80463,Staten Island,B,550000
80464,Staten Island,B,225000
80466,Staten Island,B,16000
80468,Staten Island,B,678000
80475,Staten Island,B,705000
80478,Staten Island,B,546500
80480,Staten Island,B,825000
80483,Staten Island,B,311000
80484,Staten Island,B,581000
80485,Staten Island,B,581000
80487,Staten Island,B,565000
80488,Staten Island,B,498000
80489,Staten Island,B,911333
80490,Staten Island,B,809508
80491,Staten Island,B,950000
80492,Staten Island,B,625000
80494,Staten Island,B,499900
80495,Staten Island,B,54000
80498,Staten Island,R,320000
80499,Staten Island,R,280000
80501,Staten Island,R,276000
80503,Staten Island,R,230000
80504,Staten Island,R,215000
80505,Staten Island,B,891148
80510,Staten Island,C,840000
80511,Staten Island,C,246000
80512,Staten Island,C,257000
80513,Staten Island,C,269000
80514,Staten Island,C,288000
80526,Staten Island,A,425000
80527,Staten Island,A,773870
80528,Staten Island,A,362000
80530,Staten Island,A,595000
80531,Staten Island,A,370000
80532,Staten Island,A,485000
80533,Staten Island,A,470000
80534,Staten Island,A,450000
80535,Staten Island,A,465000
80536,Staten Island,A,386000
80537,Staten Island,A,370000
80538,Staten Island,A,327500
80539,Staten Island,A,292500
80541,Staten Island,A,338000
80542,Staten Island,A,270000
80543,Staten Island,A,280000
80544,Staten Island,A,389000
80545,Staten Island,A,480000
80546,Staten Island,A,450000
80547,Staten Island,A,233200
80549,Staten Island,A,390000
80551,Staten Island,A,400000
80552,Staten Island,A,472000
80553,Staten Island,A,485000
80554,Staten Island,A,560000
80557,Staten Island,A,600000
80558,Staten Island,A,355000
80561,Staten Island,A,380000
80562,Staten Island,A,389000
80564,Staten Island,A,355000
80565,Staten Island,A,310000
80566,Staten Island,A,150000
80567,Staten Island,A,550000
80568,Staten Island,A,430000
80570,Staten Island,A,175000
80571,Staten Island,A,215000
80572,Staten Island,A,195500
80573,Staten Island,A,68900
80574,Staten Island,A,231000
80577,Staten Island,A,63882
80578,Staten Island,A,235000
80579,Staten Island,A,234000
80580,Staten Island,A,208000
80581,Staten Island,A,170000
80582,Staten Island,A,222566
80583,Staten Island,A,92750
80584,Staten Island,A,140000
80585,Staten Island,A,150000
80588,Staten Island,A,540000
80589,Staten Island,A,160000
80590,Staten Island,A,140990
80591,Staten Island,A,396956
80592,Staten Island,A,310000
80593,Staten Island,A,401700
80595,Staten Island,A,135000
80596,Staten Island,A,221200
80597,Staten Island,A,182418
80598,Staten Island,A,435000
80599,Staten Island,A,100000
80600,Staten Island,A,170992
80602,Staten Island,A,200000
80603,Staten Island,A,185500
80604,Staten Island,A,500000
80606,Staten Island,A,339517
80607,Staten Island,A,495000
80609,Staten Island,A,550000
80610,Staten Island,A,499000
80613,Staten Island,A,388882
80614,Staten Island,B,660000
80615,Staten Island,B,640000
80616,Staten Island,B,200000
80617,Staten Island,B,649000
80618,Staten Island,B,510000
80619,Staten Island,B,750000
80620,Staten Island,B,375000
80621,Staten Island,B,460000
80622,Staten Island,B,495000
80623,Staten Island,B,620000
80624,Staten Island,B,250000
80626,Staten Island,B,460000
80642,Staten Island,A,710000
80644,Staten Island,A,575000
80647,Staten Island,A,665000
80648,Staten Island,A,690000
80650,Staten Island,A,466440
80651,Staten Island,A,104500
80652,Staten Island,A,977418
80653,Staten Island,A,845046
80654,Staten Island,A,895958
80655,Staten Island,A,916323
80656,Staten Island,A,941881
80657,Staten Island,A,884859
80658,Staten Island,A,946871
80659,Staten Island,A,936790
80660,Staten Island,A,916323
80661,Staten Island,A,916323
80662,Staten Island,A,946871
80663,Staten Island,A,941779
80664,Staten Island,A,630000
80665,Staten Island,A,550000
80668,Staten Island,A,910000
80670,Staten Island,A,620000
80672,Staten Island,A,545000
80673,Staten Island,A,800000
80674,Staten Island,A,695000
80675,Staten Island,A,440000
80676,Staten Island,A,20000
80678,Staten Island,A,715000
80679,Staten Island,A,490000
80680,Staten Island,A,458000
80681,Staten Island,A,625000
80683,Staten Island,A,453000
80684,Staten Island,A,428888
80685,Staten Island,A,545000
80686,Staten Island,A,495000
80687,Staten Island,A,875000
80689,Staten Island,A,475000
80691,Staten Island,A,491800
80692,Staten Island,A,448000
80693,Staten Island,A,470000
80694,Staten Island,A,439000
80696,Staten Island,A,620000
80697,Staten Island,A,578000
80698,Staten Island,A,416000
80699,Staten Island,A,634000
80700,Staten Island,A,480000
80701,Staten Island,A,420000
80702,Staten Island,A,469000
80703,Staten Island,A,570000
80705,Staten Island,A,471500
80706,Staten Island,A,622000
80709,Staten Island,A,525000
80711,Staten Island,A,440000
80712,Staten Island,A,475000
80714,Staten Island,A,513500
80715,Staten Island,A,525000
80717,Staten Island,A,528500
80718,Staten Island,A,481650
80719,Staten Island,B,350000
80721,Staten Island,B,690000
80725,Staten Island,B,760000
80728,Staten Island,B,570000
80729,Staten Island,B,672813
80731,Staten Island,B,725000
80732,Staten Island,B,632000
80733,Staten Island,B,650000
80734,Staten Island,R,255000
80748,Staten Island,A,485000
80750,Staten Island,A,569900
80751,Staten Island,A,598000
80752,Staten Island,A,579000
80753,Staten Island,A,535000
80754,Staten Island,A,550000
80755,Staten Island,A,399000
80756,Staten Island,A,450000
80757,Staten Island,A,529999
80758,Staten Island,A,560000
80759,Staten Island,A,495500
80760,Staten Island,A,250000
80763,Staten Island,A,530000
80764,Staten Island,A,435000
80765,Staten Island,A,459000
80766,Staten Island,A,450000
80767,Staten Island,A,505986
80768,Staten Island,A,660000
80770,Staten Island,A,370000
80771,Staten Island,A,753500
80772,Staten Island,A,475000
80776,Staten Island,A,680000
80777,Staten Island,A,505000
80778,Staten Island,A,685000
80779,Staten Island,A,705000
80780,Staten Island,A,472888
80781,Staten Island,A,670000
80782,Staten Island,A,510000
80784,Staten Island,A,433000
80785,Staten Island,A,610000
80787,Staten Island,A,650000
80788,Staten Island,A,686000
80791,Staten Island,A,479000
80793,Staten Island,A,480000
80794,Staten Island,A,575000
80795,Staten Island,A,534000
80796,Staten Island,A,430000
80797,Staten Island,A,360000
80798,Staten Island,A,330000
80799,Staten Island,A,610000
80800,Staten Island,A,543000
80801,Staten Island,A,698298
80802,Staten Island,A,580000
80804,Staten Island,A,590000
80805,Staten Island,A,599888
80808,Staten Island,A,500000
80809,Staten Island,A,668000
80810,Staten Island,A,630000
80811,Staten Island,A,592000
80812,Staten Island,A,468000
80813,Staten Island,A,489000
80814,Staten Island,A,518000
80815,Staten Island,A,605000
80816,Staten Island,A,226063
80817,Staten Island,A,510000
80818,Staten Island,A,550000
80820,Staten Island,A,570000
80822,Staten Island,A,450000
80823,Staten Island,A,420000
80824,Staten Island,A,510000
80825,Staten Island,A,2000
80826,Staten Island,A,699000
80827,Staten Island,A,585000
80828,Staten Island,A,620000
80829,Staten Island,A,380000
80830,Staten Island,A,632000
80831,Staten Island,A,475000
80832,Staten Island,A,499000
80833,Staten Island,A,438000
80834,Staten Island,A,470000
80837,Staten Island,A,222500
80839,Staten Island,A,460000
80840,Staten Island,A,454000
80842,Staten Island,A,560000
80843,Staten Island,A,548500
80845,Staten Island,A,450000
80846,Staten Island,A,499988
80847,Staten Island,A,499999
80848,Staten Island,A,435000
80850,Staten Island,A,569201
80851,Staten Island,A,569201
80853,Staten Island,A,570220
80855,Staten Island,A,569202
80857,Staten Island,A,550000
80859,Staten Island,A,595000
80860,Staten Island,A,620000
80861,Staten Island,A,620000
80862,Staten Island,A,562500
80863,Staten Island,A,595000
80864,Staten Island,A,535000
80865,Staten Island,A,800000
80866,Staten Island,A,530000
80868,Staten Island,A,475000
80869,Staten Island,A,675000
80871,Staten Island,A,540000
80873,Staten Island,A,725000
80876,Staten Island,A,350000
80878,Staten Island,A,351100
80879,Staten Island,A,240000
80880,Staten Island,A,383000
80882,Staten Island,A,395000
80883,Staten Island,A,380000
80884,Staten Island,A,435000
80886,Staten Island,A,350000
80887,Staten Island,A,492000
80888,Staten Island,A,520000
80889,Staten Island,A,468920
80890,Staten Island,A,518000
80891,Staten Island,A,418000
80892,Staten Island,A,294060
80893,Staten Island,A,470000
80894,Staten Island,A,460000
80895,Staten Island,A,622500
80898,Staten Island,B,660000
80899,Staten Island,B,515000
80900,Staten Island,B,670000
80905,Staten Island,B,720000
80906,Staten Island,B,657000
80907,Staten Island,B,525000
80909,Staten Island,B,670000
80911,Staten Island,B,790000
80914,Staten Island,B,700000
80915,Staten Island,B,688000
80916,Staten Island,B,710000
80918,Staten Island,B,500000
80919,Staten Island,B,675000
80920,Staten Island,B,715000
80923,Staten Island,B,720000
80924,Staten Island,B,214500
80925,Staten Island,B,750000
80927,Staten Island,B,450000
80929,Staten Island,B,550000
80930,Staten Island,B,670000
80932,Staten Island,B,698000
80933,Staten Island,B,695000
80935,Staten Island,B,800000
80936,Staten Island,B,900000
80938,Staten Island,B,685000
80939,Staten Island,B,518888
80941,Staten Island,B,510000
80942,Staten Island,B,499000
80944,Staten Island,B,1900000
80950,Staten Island,B,525000
80951,Staten Island,B,528000
80952,Staten Island,B,510000
80953,Staten Island,B,799000
80957,Staten Island,B,765000
80958,Staten Island,B,300000
80959,Staten Island,B,865000
80960,Staten Island,B,678000
80961,Staten Island,B,650000
80965,Staten Island,B,499900
80971,Staten Island,B,619000
80973,Staten Island,B,755000
80975,Staten Island,B,645000
80976,Staten Island,B,669000
80977,Staten Island,B,615000
80978,Staten Island,B,785000
80980,Staten Island,B,710000
80981,Staten Island,B,777000
80982,Staten Island,B,765000
80983,Staten Island,B,406370
80988,Staten Island,B,745000
80989,Staten Island,B,725000
80991,Staten Island,B,675000
80992,Staten Island,B,610000
80993,Staten Island,B,625000
80994,Staten Island,B,610000
80995,Staten Island,B,805000
80998,Staten Island,B,795000
80999,Staten Island,B,743000
81000,Staten Island,B,660000
81001,Staten Island,B,300000
81002,Staten Island,B,750000
81003,Staten Island,B,714500
81005,Staten Island,B,775000
81006,Staten Island,B,605000
81007,Staten Island,B,740000
81008,Staten Island,B,790000
81009,Staten Island,B,720000
81010,Staten Island,B,789000
81014,Staten Island,B,585000
81016,Staten Island,C,737000
81018,Staten Island,R,380000
81020,Staten Island,R,405000
81021,Staten Island,R,353000
81023,Staten Island,R,242000
81024,Staten Island,R,385000
81027,Staten Island,R,389000
81028,Staten Island,R,370000
81029,Staten Island,R,393000
81030,Staten Island,R,375000
81031,Staten Island,R,389000
81033,Staten Island,R,275000
81034,Staten Island,R,324000
81035,Staten Island,R,373000
81036,Staten Island,R,425000
81037,Staten Island,R,310000
81038,Staten Island,R,397000
81039,Staten Island,R,365000
81042,Staten Island,R,339000
81043,Staten Island,R,325000
81044,Staten Island,R,330000
81045,Staten Island,R,400000
81046,Staten Island,R,315000
81052,Staten Island,R,283000
81053,Staten Island,R,240000
81056,Staten Island,R,385000
81058,Staten Island,R,228000
81059,Staten Island,R,207500
81060,Staten Island,R,210000
81061,Staten Island,R,215000
81063,Staten Island,R,384000
81064,Staten Island,R,142740
81066,Staten Island,R,372000
81067,Staten Island,R,374800
81068,Staten Island,R,349100
81069,Staten Island,R,370000
81070,Staten Island,R,350000
81071,Staten Island,R,345000
81072,Staten Island,R,340000
81073,Staten Island,R,325000
81074,Staten Island,R,320000
81075,Staten Island,R,294000
81076,Staten Island,R,295000
81078,Staten Island,R,301000
81079,Staten Island,R,230000
81080,Staten Island,R,305000
81081,Staten Island,R,200000
81082,Staten Island,R,320000
81083,Staten Island,R,313000
81085,Staten Island,R,315000
81086,Staten Island,R,294060
81087,Staten Island,R,185000
81088,Staten Island,R,409000
81089,Staten Island,R,435000
81090,Staten Island,R,340000
81091,Staten Island,R,450000
81092,Staten Island,R,350000
81094,Staten Island,R,335000
81095,Staten Island,R,410000
81096,Staten Island,R,417500
81097,Staten Island,R,365000
81098,Staten Island,R,277836
81099,Staten Island,R,290000
81100,Staten Island,R,325000
81101,Staten Island,R,325000
81102,Staten Island,R,274000
81103,Staten Island,R,318000
81104,Staten Island,R,350000
81105,Staten Island,R,290000
81106,Staten Island,R,229100
81107,Staten Island,R,275000
81109,Staten Island,R,260000
81110,Staten Island,R,248000
81111,Staten Island,R,218000
81112,Staten Island,R,250000
81113,Staten Island,R,238000
81114,Staten Island,R,260000
81115,Staten Island,R,220000
81117,Staten Island,R,180000
81119,Staten Island,R,245000
81121,Staten Island,R,220000
81124,Staten Island,R,372000
81125,Staten Island,R,195000
81126,Staten Island,R,290000
81128,Staten Island,R,325000
81129,Staten Island,R,365000
81131,Staten Island,R,341500
81133,Staten Island,R,300000
81134,Staten Island,R,314900
81135,Staten Island,R,305000
81137,Staten Island,R,370000
81138,Staten Island,R,320000
81139,Staten Island,R,347500
81141,Staten Island,R,374000
81143,Staten Island,R,365000
81144,Staten Island,R,359900
81145,Staten Island,R,340000
81147,Staten Island,R,330000
81148,Staten Island,R,340000
81149,Staten Island,R,345000
81150,Staten Island,R,359000
81151,Staten Island,R,159000
81153,Staten Island,R,340000
81154,Staten Island,R,420000
81155,Staten Island,R,290000
81157,Staten Island,R,259000
81158,Staten Island,R,219000
81159,Staten Island,R,225000
81160,Staten Island,R,340000
81161,Staten Island,R,255000
81163,Staten Island,R,380000
81167,Staten Island,R,216000
81172,Staten Island,R,120000
81175,Staten Island,R,40000
81180,Staten Island,R,225000
81201,Staten Island,R,24489
81202,Staten Island,R,195000
81207,Staten Island,R,225000
81210,Staten Island,R,24489
81211,Staten Island,R,207000
81227,Staten Island,R,270000
81231,Staten Island,R,8500000
81232,Staten Island,R,265000
81255,Staten Island,R,220000
81256,Staten Island,R,28660
81274,Staten Island,R,230000
81287,Staten Island,R,170000
81288,Staten Island,R,220000
81289,Staten Island,R,222500
81293,Staten Island,R,240000
81295,Staten Island,R,278000
81296,Staten Island,R,234900
81297,Staten Island,R,282000
81298,Staten Island,R,173500
81299,Staten Island,R,240000
81300,Staten Island,R,100000
81301,Staten Island,R,220000
81302,Staten Island,R,249900
81305,Staten Island,R,120000
81306,Staten Island,R,229000
81307,Staten Island,R,279000
81308,Staten Island,R,179000
81309,Staten Island,R,251000
81310,Staten Island,R,50000
81311,Staten Island,R,275000
81312,Staten Island,R,320000
81313,Staten Island,R,250000
81315,Staten Island,R,315000
81316,Staten Island,R,300000
81319,Staten Island,R,270000
